application_id,customer_id,application_date,decision,approved_amount,decision_score,reason_code
4536,108,2025-04-13,approved,450.1914321922262,716.5300294100798,
3647,109,2024-12-31,approved,516.1499055283181,795.44109231994,
95,110,2023-05-16,approved,397.8926911834263,655.0486606474897,
3387,111,2024-12-09,approved,321.04245039965014,579.2804105823149,
2773,112,2024-11-21,approved,474.20109239857936,690.6285155581256,
86,113,2023-03-26,approved,330.9500594042813,776.0959975911029,
108,114,2023-05-18,approved,1290.3350280737209,836.0111313100979,
62,117,2023-02-28,approved,605.3268769313153,749.3414270474353,
7190,118,2025-08-30,approved,283.9508124612631,708.8679266895284,
1151,119,2024-04-14,approved,435.558150294433,676.6937727350644,
50,120,2023-02-26,approved,775.3053610959224,744.0892869382833,
4465,121,2025-04-04,approved,749.3343378163951,830.0977112335223,
53,123,2023-03-12,approved,1493.0024881662705,779.4637575649804,
2387,125,2024-10-25,approved,894.4248890586272,707.276157315505,
2269,128,2024-08-31,approved,421.1701365608784,808.8334172244008,
173,129,2023-07-02,approved,782.5582561891918,768.0175685746343,
2138,133,2024-09-06,approved,1600.788650920185,734.4502847171974,
111,135,2023-05-15,approved,622.3291246911398,718.7611809414171,
81,136,2023-04-26,approved,427.6194866719256,707.370985657886,
64,137,2023-03-07,approved,1310.227785565304,746.569322410808,
2499,138,2024-10-08,approved,500.9024983789503,725.7360895220188,
425,139,2023-11-11,approved,996.2166797565196,744.3748756887834,
390,140,2023-11-12,approved,490.8443378536717,699.9347410685903,
576,141,2023-12-18,approved,414.6030382185912,747.1635599214457,
557,142,2023-12-13,approved,391.8583729949308,765.2630301829556,
4795,143,2025-04-21,approved,1357.806504619249,684.7768555137608,
7967,144,2025-10-24,approved,419.8666073618187,763.8144726259145,
3653,145,2025-01-09,approved,312.6130204778853,731.1437732116119,
2554,146,2024-10-28,approved,993.694093579862,721.5537811550811,
218,147,2023-08-15,approved,713.5682304017791,782.1241898675712,
6028,148,2025-07-12,approved,199.26587381356765,711.5639799919194,
335,149,2023-10-06,approved,605.0797967454811,721.4787392990216,
61,150,2023-03-13,approved,816.8581701247875,754.3444257896552,
9563,151,2025-12-09,approved,504.9307746649223,727.5210281780413,
5160,155,2025-05-20,approved,632.4668410564549,670.3255113074397,
7593,156,2025-10-22,approved,770.77285401472,737.5670376469807,
7838,157,2025-10-05,approved,673.7167501320412,786.4196822350688,
1548,158,2024-06-23,approved,223.8502970448584,566.4305815131687,
543,161,2023-12-25,approved,740.9237700470408,802.0782904928438,
677,162,2024-01-23,approved,1046.7639448143354,792.5739484613912,
7058,163,2025-09-26,approved,590.8316177932289,604.2849684918676,
6722,164,2025-08-06,approved,888.8692984376132,822.0333824708246,
44,165,2023-03-17,approved,915.0792555856336,850.0,
56,166,2023-03-02,approved,704.5771907247047,820.7425727686282,
184,167,2023-07-19,approved,132.73460456475055,719.5375323043273,
120,168,2023-05-19,approved,419.3555840085651,807.2204863408617,
202,169,2023-08-12,approved,525.9974736761277,696.0263732346983,
1157,170,2024-04-02,approved,378.258353604359,725.7145632503496,
4720,171,2025-04-04,approved,1560.524440741198,736.1536945743394,
363,172,2023-10-23,approved,979.0632948939356,725.4363906109786,
72,176,2023-04-05,approved,576.8682914698327,782.6044400750956,
3871,177,2025-01-26,approved,365.1740998466216,672.306619884859,
4419,178,2025-03-20,approved,663.4306472072423,767.4797365291514,
705,179,2024-01-16,approved,616.8406996649973,660.2538189141629,
48,180,2023-03-25,approved,690.6353709970731,604.1376373367641,
2264,182,2024-09-20,approved,408.0372360602396,784.2574308165576,
1290,185,2024-04-28,approved,416.595038568848,828.7842062109356,
3544,186,2025-01-04,approved,391.4261044931503,801.1657758524682,
1328,187,2024-05-07,approved,311.4143708177583,701.2651563645002,
70,189,2023-04-09,approved,614.3189798939038,754.2213495710182,
57,190,2023-03-02,approved,537.2883975045429,606.8748546493586,
3491,191,2025-01-18,approved,895.9198673834292,765.0214780319799,
468,192,2023-10-26,approved,604.8750404901467,735.7195797575324,
46,193,2023-03-12,approved,682.7224227951923,700.5316403048862,
1275,194,2024-05-01,approved,519.9764396925565,763.131255557576,
79,196,2023-04-21,approved,604.5772347461789,715.3464545466168,
889,206,2024-03-08,approved,1042.128376793553,840.1286037138715,
475,207,2023-11-09,approved,676.312396426285,698.1885906117858,
5178,208,2025-05-10,approved,612.630970927779,819.9150584578422,
2380,209,2024-10-27,approved,395.31202885826815,743.9926556151897,
982,210,2024-03-26,approved,912.5013948120776,768.8999946559471,
209,212,2023-08-08,approved,685.2835513985323,791.5286445758111,
185,213,2023-07-17,approved,277.85175357777933,721.0710185716096,
1129,214,2024-04-01,approved,192.645388686271,618.4792815204953,
4246,216,2025-03-08,approved,923.1270223430828,766.0622723092038,
303,217,2023-08-30,approved,370.687948008186,676.3339565219426,
84,218,2023-04-11,approved,814.3622566133187,727.8372513220974,
216,219,2023-08-14,approved,586.677360015276,697.3034887091311,
585,220,2023-12-22,approved,447.149563143539,639.2583946718515,
2308,221,2024-08-28,approved,472.14920384746927,643.1384356691236,
1060,222,2024-04-22,approved,732.2331702124792,685.2632834981963,
9532,223,2025-11-30,approved,552.7204612759193,807.611471333229,
1188,224,2024-04-06,approved,646.2477888526049,683.1257814969221,
265,226,2023-09-06,approved,436.2503597043887,759.6883696918024,
5695,228,2025-05-31,approved,431.6254970710295,744.1032618593348,
2864,232,2024-11-20,approved,446.4587575496928,702.35784429618,
2102,233,2024-08-30,approved,1146.9020201686606,847.0056490403701,
6933,234,2025-08-17,approved,463.9326239431,710.1499844818172,
8223,236,2025-10-22,approved,317.6739506213976,771.9682524595507,
784,237,2024-02-11,approved,812.9575282809651,824.5590756116851,
181,238,2023-07-09,approved,424.6364560708585,700.2299148054228,
2810,239,2024-10-27,approved,683.6591419629652,717.8119360023067,
1964,243,2024-08-10,approved,600.2100518927188,756.7889279484858,
148,244,2023-06-09,approved,366.7554684857341,789.729525422705,
791,246,2024-01-31,approved,972.4581960824532,675.7195400656773,
3797,247,2025-02-12,approved,603.0550913587844,795.9227067747174,
434,249,2023-11-22,approved,451.5753456023169,736.0019519533811,
3569,250,2025-01-11,approved,317.09072190989474,718.3737142883658,
1022,251,2024-03-08,approved,330.74055763182054,720.616937146586,
118,252,2023-04-28,approved,428.8828354491271,686.167732751337,
2666,254,2024-11-20,approved,814.7555448704198,838.0268932324165,
136,255,2023-06-21,approved,484.3062147942048,771.2606971794693,
4067,258,2025-03-17,approved,526.0087619521235,653.5501511159898,
77,260,2023-04-22,approved,1088.5669078037783,753.8192017608696,
2871,262,2024-11-09,approved,379.1569484600542,792.3764629517528,
162,267,2023-07-13,approved,507.7324763551094,804.4960582457363,
2964,269,2024-11-19,approved,792.8173022990114,705.4885372980068,
696,270,2024-01-21,approved,1084.2992414735668,730.9599890545572,
1907,271,2024-08-16,approved,703.4211446056029,769.3458827286586,
66,272,2023-04-20,approved,1220.9235066572248,725.706812404225,
976,273,2024-03-13,approved,574.3896611863736,729.075536622479,
2217,274,2024-09-16,approved,797.2050928838859,737.5874445032548,
9639,276,2025-12-10,approved,1215.6729837076273,807.8840182865328,
2741,278,2024-11-11,approved,1054.622965676205,722.4903966684265,
2147,279,2024-08-28,approved,762.6257742998894,751.0009862819343,
554,280,2023-12-23,approved,482.7351467600919,776.102859950953,
1770,281,2024-07-14,approved,645.3509019090922,784.793087879695,
5223,282,2025-04-29,approved,380.88729509413184,648.215485614337,
71,283,2023-04-19,approved,548.723622414985,789.4259042755023,
1433,286,2024-06-14,approved,663.2696742471333,723.9229140040987,
449,290,2023-11-12,approved,489.6500005827107,752.5516421885925,
232,291,2023-08-29,approved,616.6080847972273,785.9397003815625,
2368,293,2024-10-23,approved,608.3957065778426,698.9353985598526,
5778,296,2025-06-28,approved,1166.1620997884456,747.961487851299,
239,297,2023-08-12,approved,566.1971404498734,818.6229954407047,
916,298,2024-02-23,approved,1164.2880328185245,786.9001833091057,
257,300,2023-09-19,approved,519.6529526417518,749.9758979005921,
196,301,2023-08-27,approved,781.2379555423302,702.983549032211,
2535,302,2024-10-02,approved,1015.9375197676792,772.1332494862718,
137,307,2023-06-13,approved,502.3919317052756,724.01968801278,
1405,308,2024-06-12,approved,439.4180630954807,775.4263083638838,
5092,309,2025-04-30,approved,647.7842688280133,709.849275923381,
388,310,2023-09-30,approved,606.8047441992543,762.3422002963398,
988,312,2024-03-20,approved,150.0,584.7294886385835,
6729,313,2025-08-17,approved,543.489012580095,666.4447781892968,
197,314,2023-07-29,approved,613.9826851859477,698.5729640508492,
292,315,2023-09-18,approved,1013.8114343801706,769.7603735451012,
1575,316,2024-06-20,approved,1008.5607897390736,753.7643628718915,
6326,317,2025-07-05,approved,427.9884304119839,820.6173366000351,
85,318,2023-04-06,approved,324.2288074440001,661.5264216635741,
1808,319,2024-07-19,approved,2001.541909183941,704.2575591039606,
2648,320,2024-10-30,approved,451.3028762880864,780.6423225592633,
1931,323,2024-08-15,approved,965.4719251026512,688.0599321432188,
833,325,2024-02-14,approved,954.7037271759089,743.1060792256815,
3667,326,2024-12-28,approved,420.2306920103172,764.4916979432955,
132,327,2023-06-21,approved,1070.2016183461485,795.4549907396441,
1827,329,2024-08-02,approved,612.9153711737717,666.9388659361614,
994,331,2024-03-12,approved,270.4696068209629,689.3484172617224,
97,333,2023-05-13,approved,414.5015305890087,755.8246023075936,
234,334,2023-08-07,approved,325.063533600777,643.6281456107642,
2819,335,2024-11-17,approved,732.1409223243152,781.9490251522021,
6334,336,2025-06-30,approved,996.0770559110088,778.4842785035369,
676,338,2024-01-03,approved,519.2571497076073,805.6545193299562,
311,339,2023-10-06,approved,457.8972451716793,768.8914211160267,
7801,341,2025-10-10,approved,881.6520733724733,809.7238943681284,
8986,342,2025-10-31,approved,504.11719164362535,664.5896972310023,
87,346,2023-04-12,approved,1337.8155888926308,742.7685544485777,
1350,348,2024-05-14,approved,435.9081995461833,793.5681658481541,
650,349,2023-12-14,approved,493.98126392156615,772.9348349045105,
1058,350,2024-04-22,approved,392.2721968312814,789.4157132575048,
113,351,2023-05-16,approved,412.418788779809,751.7119464058702,
1871,352,2024-08-03,approved,880.2828207121004,831.1628089593819,
106,354,2023-05-16,approved,423.52265059623335,586.8025677341334,
601,355,2023-12-15,approved,411.16613093660544,744.7460138607292,
295,356,2023-08-25,approved,630.5723452534581,795.181602094465,
6109,357,2025-07-22,approved,720.9525198692754,651.8524819630347,
7502,360,2025-09-11,approved,761.1160152607295,731.3395824400217,
76,361,2023-04-27,approved,1012.7321456153338,739.9008061719321,
281,362,2023-09-16,approved,885.2391829875754,701.5860902049143,
69,363,2023-04-13,approved,492.64474075532615,722.6585974106645,
8511,365,2025-11-01,approved,643.1477514562793,720.7618119087329,
1073,366,2024-04-04,approved,300.3960658540415,735.8053448619394,
4027,367,2025-02-02,approved,707.2416259522827,703.0144034535725,
1883,369,2024-08-25,approved,1003.584658937044,709.6858861907976,
91,370,2023-05-10,approved,660.0258228637045,676.5701156463551,
581,371,2023-12-11,approved,734.6237153495094,739.4480041131056,
493,372,2023-11-03,approved,718.8132903026675,751.8616811319428,
1763,373,2024-07-28,approved,201.7672380242856,725.8330004168696,
4805,374,2025-04-19,approved,424.2889072504177,805.1880214765945,
150,376,2023-05-29,approved,758.7186417577888,738.321930353155,
2309,377,2024-09-12,approved,562.2874457216415,810.575780063408,
4604,378,2025-04-11,approved,524.4280182788239,813.5884300059241,
112,380,2023-05-04,approved,704.1755444544168,782.0803168437665,
75,381,2023-04-14,approved,814.7126018941243,760.4249728813035,
1600,384,2024-07-03,approved,442.7115310746307,670.1327536684339,
895,388,2024-03-10,approved,611.9787039135529,805.8315800709178,
6923,390,2025-08-19,approved,529.7670041020059,735.2144943874399,
6234,394,2025-07-28,approved,329.95058956392404,620.9543390101675,
684,395,2024-01-04,approved,218.7195846960671,701.8734187681515,
205,397,2023-08-24,approved,612.9029754078884,756.0500179454677,
186,398,2023-07-12,approved,369.9335835456428,614.1318246750957,
365,399,2023-10-10,approved,627.7687685132938,736.3501165666275,
2360,401,2024-10-10,approved,407.2247564048879,778.4379899841557,
1673,402,2024-07-19,approved,567.3258638899542,692.9630131811555,
567,406,2023-12-26,approved,833.8605152119326,748.1058337893669,
5019,407,2025-05-23,approved,1047.3686176236083,780.7288767079065,
8035,410,2025-10-11,approved,536.6760863496125,575.0,
131,411,2023-06-25,approved,789.8452255075911,712.5030666728638,
958,413,2024-03-27,approved,266.1227634642211,695.3861853941582,
102,414,2023-04-27,approved,898.6708765434055,786.7046297825623,
3114,416,2024-11-25,approved,498.2474274188193,786.6049654256967,
7552,418,2025-09-01,approved,1153.0584459031484,795.6656081342849,
74,419,2023-04-18,approved,542.8201050978179,811.2637019436334,
1674,420,2024-07-24,approved,363.5200159688591,736.7093301494958,
5920,421,2025-07-07,approved,309.77743489390014,667.9780962644162,
421,423,2023-11-02,approved,677.6100898860522,769.734622120537,
121,425,2023-05-22,approved,1130.4287493858717,742.2245029638198,
179,429,2023-07-10,approved,540.4634821142173,795.0,
3439,431,2024-12-20,approved,466.3082521900173,799.3917831314287,
1380,432,2024-05-07,approved,597.7545871540672,741.32830091492,
2784,433,2024-11-01,approved,242.83487403817443,750.2807990263508,
495,435,2023-10-30,approved,937.5430448284131,761.5000008603332,
613,436,2023-12-19,approved,788.8908852854902,701.7908406787436,
9599,437,2025-12-05,approved,443.8401138085376,703.7989579657516,
5808,439,2025-06-21,approved,754.1729830833718,667.4982113543881,
1614,442,2024-07-18,approved,642.5257743376691,762.3781738010841,
298,449,2023-09-02,approved,830.8584821550392,746.1985143817773,
6929,453,2025-08-12,approved,765.849724447665,764.6930753067834,
783,454,2024-02-06,approved,221.19130676194737,644.5946009465532,
2091,455,2024-09-14,approved,466.3387762215361,820.0,
1992,456,2024-08-18,approved,1206.5944651210816,651.5564932383244,
305,457,2023-09-19,approved,439.8339793042683,776.8806096368156,
3349,458,2024-12-24,approved,761.7014451601353,773.2820668656736,
1836,461,2024-08-03,approved,621.6295110627171,736.2954007700489,
594,462,2023-12-22,approved,399.1589291093809,826.2447870174211,
2243,463,2024-09-16,approved,460.0988486331184,671.6048419590178,
3716,464,2025-02-14,approved,627.8685836282818,752.593449263261,
109,465,2023-05-22,approved,721.6331540193864,839.216203081339,
422,466,2023-11-13,approved,679.2062894305997,744.2660484682575,
511,467,2023-11-24,approved,771.3633688470703,818.1161181844743,
1159,468,2024-04-13,approved,917.7248916973138,770.3703241186109,
2117,469,2024-09-23,approved,1150.6392520807333,753.4486057640804,
159,470,2023-07-06,approved,564.6882172640491,730.5709408511717,
94,471,2023-05-08,approved,228.3123163321726,709.5759153501131,
339,472,2023-09-30,approved,390.83543253532406,693.3195902320705,
116,473,2023-05-14,approved,867.0525556659895,755.8806775198167,
217,474,2023-08-03,approved,1207.1076088220298,741.0106229355385,
8776,478,2025-10-29,approved,1002.9685222414266,763.7062040934641,
1506,479,2024-06-25,approved,368.1518869373385,722.6146301548193,
600,480,2023-12-13,approved,388.7988650561376,814.7697390725392,
795,481,2024-02-20,approved,626.7016205236187,752.7759770626823,
465,482,2023-11-12,approved,651.0492142366538,734.0669388395778,
829,484,2024-02-02,approved,593.0434017624589,808.6008244340018,
2656,487,2024-11-11,approved,964.394519834274,742.3213222730649,
5451,489,2025-06-16,approved,672.5443991662827,803.0772379226031,
88,491,2023-05-12,approved,321.3235651356046,692.7864639833986,
278,493,2023-09-21,approved,707.3042996534832,756.8627001690961,
1267,494,2024-05-01,approved,421.74048931090925,796.6850242924077,
215,495,2023-08-13,approved,1337.888752831129,850.0,
1905,496,2024-08-14,approved,419.3546748708959,668.9437651460686,
9315,497,2025-12-23,approved,508.42227171217417,708.6108097284974,
129,499,2023-06-01,approved,605.5670713945926,746.5982456580546,
1114,500,2024-04-05,approved,472.5096809351946,586.8376203037137,
2957,501,2024-11-04,approved,620.5892367751333,725.5463665740652,
248,504,2023-09-15,approved,664.720102160881,787.9463443409531,
114,505,2023-05-15,approved,1203.6043125777055,772.2991210758173,
117,506,2023-05-10,approved,472.8380647462155,722.1321653316746,
1502,507,2024-06-19,approved,895.2427322083053,739.987241454643,
1427,508,2024-06-17,approved,1441.9867957828335,736.9495207294012,
573,515,2023-12-22,approved,495.469931485074,780.4507745918452,
7724,516,2025-09-27,approved,375.2433460141639,800.8239101518787,
819,518,2024-02-05,approved,1071.1437867515774,789.5445420994829,
1685,521,2024-07-08,approved,1029.7040177515669,701.5484650699577,
308,523,2023-08-26,approved,1011.4139197526998,825.0,
5158,525,2025-05-22,approved,771.0258344016988,783.6441961678555,
7852,526,2025-10-06,approved,461.7769744671463,683.6026221860527,
328,528,2023-10-02,approved,466.0423853237158,671.4111048705392,
1891,529,2024-08-22,approved,854.6771645391945,760.3690288876229,
2456,530,2024-10-18,approved,1459.5089619433995,773.1673298279877,
508,535,2023-11-07,approved,606.8119296020892,693.8404500284141,
130,537,2023-06-18,approved,1096.9697691076606,790.7652794285058,
287,539,2023-09-23,approved,411.5042328157739,741.1766058461968,
1950,541,2024-08-28,approved,676.0967623588775,767.5405685037427,
398,544,2023-11-22,approved,534.6345404794563,797.756609954132,
4792,546,2025-04-05,approved,629.8239861658021,699.0086160953115,
813,547,2024-02-20,approved,661.6658239958575,780.844334723472,
1363,549,2024-05-08,approved,389.1385052215604,734.2319785454423,
1589,551,2024-07-15,approved,473.0611311092516,707.2369300203926,
2835,553,2024-11-17,approved,512.9888938691125,782.3860386469336,
348,554,2023-10-01,approved,1196.6657893921072,773.0085976353544,
3090,556,2024-12-20,approved,491.0785711641423,761.0534954219103,
243,557,2023-09-01,approved,503.91029604536345,724.50632699056,
6497,559,2025-08-12,approved,621.2952750964001,850.0,
2973,562,2024-11-20,approved,316.8617918328542,850.0,
8014,563,2025-10-13,approved,446.3658963962279,822.9202876694083,
675,564,2024-01-05,approved,399.98180874018345,664.7276939482393,
3294,565,2024-12-11,approved,749.9307401699992,832.7299894856075,
1554,567,2024-06-05,approved,695.2171449552044,726.6174125050646,
458,568,2023-11-10,approved,351.1349989861798,720.8936731943428,
2856,569,2024-11-01,approved,726.204549019114,721.60611903618,
5768,570,2025-06-14,approved,444.86915764691406,693.7356383024469,
144,571,2023-06-13,approved,346.17849268560377,739.3456943340731,
5872,572,2025-05-29,approved,326.0320891402827,725.7576711085334,
626,573,2023-12-13,approved,257.16719444635004,602.834767807004,
4078,575,2025-03-11,approved,651.7491576811789,754.4675495014569,
1561,576,2024-06-15,approved,292.2723819878282,665.622444918574,
669,578,2024-01-05,approved,472.41432715468426,734.9098686031291,
110,579,2023-05-04,approved,352.2993200064543,730.5603186881125,
5886,580,2025-06-01,approved,478.37292815904,610.1118342936913,
3393,581,2024-12-20,approved,1497.0461843378798,813.0195026262642,
188,582,2023-06-28,approved,510.431834338279,766.8211888362976,
152,583,2023-06-05,approved,455.6414870804545,738.1620770014729,
503,584,2023-11-23,approved,418.3398884537487,729.8702904814337,
8399,585,2025-11-20,approved,384.0495662190586,721.6978598013898,
1050,586,2024-04-16,approved,843.0783966285046,733.0585180800936,
750,587,2024-01-03,approved,880.7744560879364,789.5144209320549,
146,589,2023-06-18,approved,951.2704480877418,732.9646850112273,
235,590,2023-08-22,approved,645.2165174602586,678.894706668283,
105,592,2023-05-20,approved,419.7576158941079,812.5231570455151,
3543,593,2024-12-27,approved,808.3984297162524,790.9746587420325,
4635,594,2025-04-09,approved,280.6817035552467,760.1134708580685,
2052,596,2024-08-28,approved,490.88053671279886,730.0263379490742,
101,599,2023-05-27,approved,608.9536318411749,724.6426028440292,
2889,600,2024-11-22,approved,502.0914638509239,781.4970726420488,
154,601,2023-06-04,approved,643.5149395076121,790.7813011369107,
440,602,2023-11-16,approved,197.8810100726752,755.8388185645799,
673,603,2024-01-18,approved,463.01749654594295,775.002828403976,
2311,604,2024-08-31,approved,993.2509863232702,799.723619877102,
6785,607,2025-07-26,approved,595.3664135891485,671.0875422151506,
104,608,2023-05-04,approved,362.72182948426143,719.9106361960997,
455,609,2023-11-17,approved,533.858771170608,755.9856774491291,
123,610,2023-06-10,approved,740.4937490329891,836.1662652390695,
324,612,2023-10-21,approved,668.2515884916787,780.1441476116876,
155,617,2023-06-24,approved,501.02651155777215,785.4978748889276,
564,618,2023-12-11,approved,231.0785917420944,618.8128700861432,
1767,619,2024-07-20,approved,411.3168161761014,714.5177178023639,
5815,620,2025-05-30,approved,408.2611283512331,669.5874294292095,
1920,621,2024-07-30,approved,862.0775792857687,764.1759698446048,
351,623,2023-10-22,approved,815.8450227933145,743.0734708965721,
463,624,2023-11-08,approved,787.1127487965794,726.4878416157285,
6171,625,2025-06-30,approved,809.6421453723937,719.5880282139558,
680,626,2023-12-28,approved,737.2452519921899,810.3127048884435,
2245,628,2024-09-18,approved,673.6167172718109,742.4168741727592,
107,629,2023-05-28,approved,281.2261696724126,834.4650706476268,
182,630,2023-07-17,approved,877.8393622965593,751.1480569454654,
4248,631,2025-03-06,approved,703.7261730899132,665.6612042023982,
92,632,2023-05-06,approved,834.1907322273988,769.9056871712792,
2180,633,2024-09-02,approved,822.0425053373232,778.5830040591949,
1347,634,2024-05-11,approved,670.0933387325284,733.238824496264,
577,635,2023-12-01,approved,504.5481142225348,677.4695518761681,
1214,637,2024-04-17,approved,261.4763024794429,627.1260153642121,
533,638,2023-12-16,approved,685.2132800509695,673.35292340917,
1826,639,2024-08-15,approved,362.3438119384204,713.2455546942206,
778,640,2024-02-12,approved,609.8652961258994,779.6751110408488,
226,641,2023-08-04,approved,312.35774644654384,669.8666437580325,
7537,642,2025-08-28,approved,691.4323440971837,658.1331757584779,
145,643,2023-06-17,approved,301.22896559142384,741.4198994297802,
190,644,2023-07-14,approved,431.1240706947191,768.0138450236412,
604,645,2023-12-21,approved,634.8928131534948,810.0587281292576,
1269,647,2024-05-06,approved,557.8697798941869,646.4668076830826,
291,648,2023-08-30,approved,169.78363863513346,737.6669093756695,
555,649,2023-12-04,approved,644.2865321013227,805.8425011013702,
2986,651,2024-11-01,approved,294.0725250467248,675.4748044905491,
3499,652,2025-01-24,approved,602.4086346600342,777.6289904301145,
1902,655,2024-08-26,approved,1144.764485662179,719.1770520825703,
570,656,2023-12-13,approved,382.2854934093488,826.7784341582878,
1012,657,2024-03-07,approved,573.4852427232289,807.3492502663515,
2663,658,2024-11-05,approved,560.423021304296,771.9036089190182,
2186,659,2024-09-22,approved,881.6979776840768,779.8273450746242,
514,661,2023-11-10,approved,691.379031188294,729.8418272634335,
141,662,2023-06-12,approved,537.0301324755029,823.501823783412,
2543,663,2024-10-11,approved,514.584360693573,826.2296203450279,
945,665,2024-03-18,approved,483.86221784250114,850.0,
769,666,2023-12-31,approved,886.2393642168241,733.964505263704,
279,667,2023-09-07,approved,733.8178588735269,780.3167912377719,
5114,670,2025-04-30,approved,506.4659901064615,685.4584657323794,
6074,671,2025-06-27,approved,239.90575217285516,700.098239823861,
275,672,2023-09-22,approved,713.6657639870018,727.7846655712189,
397,673,2023-11-26,approved,849.0373974742384,772.8395489019643,
9481,674,2025-12-13,approved,1047.612825083385,767.4189043892399,
490,677,2023-10-31,approved,799.6716691500019,750.7618300480083,
7318,682,2025-08-29,approved,1072.0244719046984,767.6077961183959,
586,683,2023-12-08,approved,209.45178125954376,688.6813203361412,
498,684,2023-11-22,approved,1522.8459800292364,812.5665154321317,
4642,686,2025-04-05,approved,554.696840148164,768.5975714012695,
2401,687,2024-10-16,approved,883.0134332326188,714.7524544316497,
